,cleaned_body,pos_score,neu_score,neg_score,compound_score,rating,cs_scaled,sentiment
2272,airline huge drop quality last year flight good travel business class else experience terrible online check possible use check time choose seat boarding pas issued booked around front part received boarding pas airport tail seat counter staff said due air craft change change aircraft seat okay service terrible better avoid emirate economy,0.155,0.682,0.163,-0.128,0.3,0.43100045544253834,negative
2273,business class seat boeing comfortable cannot rest properly many angle disturbing tall length safety belt problem even slightly overweight,0.215,0.495,0.29,-0.2748,0.6,0.35671271696776485,negative
2274,boeing new business class seat recline stretch leg mean recline sleep front row seat allow full recline leg stretched goodness sake please stop ridiculous business class seat believe emirate realize width seat much le dissatisfying,0.163,0.655,0.183,-0.2263,0.1,0.38125600931126974,negative
2275,legroom okay seat tight quite wide plane recline broken seat saw average legroom average opinion worth paying extra money compared competition,0.153,0.723,0.124,-0.0772,0.6,0.45670765649511663,negative
2279,huge aircraft disappointingly cramped condition long haul flight cancelled moment gate due open flight rescheduled next day crew claimed fly offloaded despite telling needed medication went show calling doctor u time bag taken already decided offload u purser advised doctor waiting see declared fit fly could next flight lie get plane doctor told go home see doctor obtain fit fly letter airline rebooked u onto flight next day failed tell u four day attempt fly emirate shanghai via dubai still uk ticket travel plan travel emirate never much better airline,0.075,0.815,0.109,-0.5116,0.3,0.2368807246596832,negative
2289,seat large legroom comfy cm seat near window difficult go go toilet headset plug lcd seat must ask people seat near stand unplug headset lcd usual difficult operate touch screen really sensitive good anyway use remote operate,0.075,0.806,0.119,-0.2075,0.9,0.3907696978897829,negative
2290,fly adelaide frankfurt four time within month trip ex perth via airbus passable rest via boeing seems people design airplane seat never travel economy class couple hour totally amazed airline getting away small cramped seat long haul flight fortunately tallest person feel sorry someone bit taller feel uncomfortable hour foot rest available unfortunately afford fly business class airline priced realistically people would avail,0.051,0.858,0.092,-0.204,0.5,0.3925408633166338,negative
2291,seat economy class emirate boeing flew narrow uncomfortable emirate airline use seating think comfortable seating squeezing extra seat make experience unpleasant awkward physically culturally though emirate rightly proud extensive ife selection touch screen awkward use headphone delivered poor sound quality,0.125,0.642,0.233,-0.5574,0.2,0.21370375993117757,negative
2296,flying adelaide dubai emirate boeing average seat close together storage space tiny seat back pocket seat half cut ife box seat back power supply really annoying worked put pressure plug seat recline average seat width bit narrow ife screen fine though worked without issue,0.037,0.815,0.149,-0.6697,0.4,0.15687465209250548,negative
2297,travelled economy class dubai london group seated zone seat whole flight cold breeze head spite air vent closed cabin crew made aware told temperature could adjusted anything make difference uncomfortable flight flown,0.0,0.833,0.167,-0.7184,0.5,0.13223015029603763,negative
2298,seat narrow uncomfortable may largest airliner carrying passenger cut size seat hardly padding seat basic certainly long haul flight,0.104,0.693,0.203,-0.3182,0.2,0.33475026567481403,negative
2309,absolutely horrible cramped seating legroom ok surrounded large people try invade personal space little get frustrating sure frustrating larger people found respect personal space seat mate obnoxious plane jam packed temperature inconsistent food poor quality flight attendant ask passenger put seat upright position dinner service entertainment system difficult use function work touch screen others seem work remote lot movie tv show offer nothing write home headphone supply useless bring headphone earbuds trash seat pocket old chewing gum armrest got needed go think fly economy emirate,0.097,0.708,0.195,-0.8834,0.3,0.04873235160163962,negative
2314,flew manchester kuala lumpur via dubai return second time done particular route standard food deteriorated standard cabin service emirate staff felt interest passenger return journey boarded plane kl young woman front already fully reclined seat quite difficult squeeze preparing stewardess even notice reclining seat really check properly far concerned person front fully reclines seat invading space person sat behind uncomfortable hour journey dubai,0.044,0.877,0.079,-0.3384,0.2,0.32452811092556044,negative
2318,pay flight totally ruined ignorance traveller make full use recliner really acceptable soon get flight fully recline seat whole journey straight traveller behind cabin crew nothing see screen struggling eat struggle get use bathroom happens every time enough either ban recliner make pay space use,0.118,0.624,0.258,-0.7933,0.1,0.09432721016142909,negative
2319,bhx dxb bne return flown emirate since shocked decline service onboard food awful tray removed quick enough cabin crew opinion attentive enough,0.0,0.791,0.209,-0.6486,0.3,0.16755224938009214,negative
2322,lhr dxb return first leg cabin crew appeared thoroughly disinterested eventually meal reached row luke warm drink trolley arrived finishing meal tea coffee offered landing dxb delayed hour duststorm understood raging several day boarded dxb time stand two hour whilst flight given greater priority limited visibility caused duststorm fair flight service leg quite reasonable airborne however arrived late missed onward flight znz pay replacement add stress emirate opted leave bag either lhr dxb return dbx good boarded dbx efficiently departure stand dxb lhr delayed hour due medical emergency obviously emirate fault airborne evident cabin crew simply cannot cope number passenger fully loaded service match expectation past experience emirate always warranted star rating standard clearly slipped recent time longer case need find alternative airline next trip znz,0.111,0.732,0.157,-0.5889,0.4,0.19776327108951977,negative
